title,price,description,city,views,url,year,mileage,engine_l,fuel,gearbox,car_age,price_per_year,price_per_km,price_z
Nissan Maxima,1750000.0,"1999 г., Б/у седан, 3 л, бензин, КПП автомат, зеленый, металлик, литые диски, тонировка, спойлер, багажник, противотум...",Алматы,0,https://kolesa.kz/a/show/207459061?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2081,1999.0,,3.0,petrol,automatic,26.0,67307.69230769231,,-0.6781664974596671
Mercedes-Benz E 200,1300000.0,"1992 г., Б/у седан, 2 л, бензин, КПП механика, серый, металлик, люк, велюр, аудиосистема, bluetooth, USB, налог уплаче...",Уральск,0,https://kolesa.kz/a/show/205696649?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2082,1992.0,,2.0,petrol,manual,33.0,39393.93939393939,,-0.7053965770363199
Hyundai Palisade,21000000.0,"2021 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, с пробегом 34 000 км, белый, панорамная крыша, ветровики, дневные...",Алматы,0,https://kolesa.kz/a/show/205196487?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2083,2021.0,34000.0,3.5,petrol,automatic,4.0,5250000.0,617.6470588235294,0.48667579554158896
BMW X7 XDrive 40i,86121428.0,"2025 г., новый кроссовер, 3 л, бензин, КПП автомат, 5 км",Туркестан,0,https://kolesa.kz/a/show/203155485?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2084,2025.0,5.0,3.0,petrol,automatic,0.0,inf,17224285.6,4.427257276842171
BMW X7,76000000.0,"2024 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 4 555 км, черный, металлик, литые диски, тонировка, люк,...",Алматы,0,https://kolesa.kz/a/show/200492700?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2085,2024.0,4555.0,3.0,petrol,automatic,1.0,76000000.0,16684.96158068057,3.8147966326880347
Toyota Land Cruiser Prado,17000000.0,"2013 г., Б/у внедорожник, 2.7 л, бензин, КПП автомат, с пробегом 180 000 км, белый, тонировка, фаркоп, хрустальная опт...",Шымкент,0,https://kolesa.kz/a/show/206869660?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2086,2013.0,180000.0,2.7,petrol,automatic,12.0,1416666.6666666667,94.44444444444444,0.24463064374912016
Hyundai Santa Fe High-Tech,18990000.0,"2022 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, 58 709 км",Алматы,0,https://kolesa.kz/a/show/203868105?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2087,2022.0,58709.0,3.5,petrol,automatic,3.0,6330000.0,323.4597761842307,0.3650481067658734
Toyota RAV4,14800000.0,"2021 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 99 000 км, серый, кожа, климат-контроль, Вместительный,...",Астана,0,https://kolesa.kz/a/show/164202302?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2088,2021.0,99000.0,2.5,petrol,automatic,4.0,3700000.0,149.4949494949495,0.11150581026326233
BYD Destroyer 05,8100000.0,"На заказ,2025 г., новый седан, 1.5 л, гибрид, КПП автомат, 10 км, белый, металлик, литые диски, тонировка, ксенон, биксенон, дн...",Алматы,0,https://kolesa.kz/a/show/205183234?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2089,2025.0,10.0,1.5,other,automatic,0.0,inf,810000.0,-0.2939198189891229
Hyundai Elantra,11490000.0,"2023 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 54 490 км, белый, металлик, литые диски, тонировка, люк, пано...",Кызылорда,0,https://kolesa.kz/a/show/206745438?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2090,2023.0,54490.0,2.0,petrol,automatic,2.0,5745000.0,210.86437878509818,-0.08878655284500558
Porsche Cayenne,13900000.0,"2011 г., Б/у кроссовер, 4.8 л, бензин, КПП автомат, с пробегом 121 000 км, белый, литые диски, тонировка, люк, спойлер...",Алматы,0,https://kolesa.kz/a/show/180261727?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2091,2011.0,121000.0,4.8,petrol,automatic,14.0,992857.1428571428,114.87603305785125,0.05704565110995685
Volkswagen Jetta,1500000.0,"2002 г., Б/у седан, 2 л, бензин, КПП механика, с пробегом 401 841 км, серебристый, литые диски, тонировка, люк, линзов...",Кенгирское,0,https://kolesa.kz/a/show/155858226?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2092,2002.0,401841.0,2.0,petrol,manual,23.0,65217.391304347824,3.732819697342979,-0.6932943194466964
Kia Sorento,24000000.0,"2024 г., Б/у кроссовер, 2.5 л, бензин, КПП робот, с пробегом 18 000 км, белый, литые диски, тонировка, люк, панорамная...",Уральск,0,https://kolesa.kz/a/show/206672362?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2093,2024.0,18000.0,2.5,petrol,other,1.0,24000000.0,1333.3333333333333,0.6682096593859406
BMW 528,2000000.0,"1996 г., Б/у седан, 2.8 л, бензин, КПП автомат, синий, металлик, линзованная оптика, климат-контроль, налог уплачен, Н...",Павлодар,0,https://kolesa.kz/a/show/206581645?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2094,1996.0,,2.8,petrol,automatic,29.0,68965.5172413793,,-0.6630386754726377
Hyundai Grandeur,8000000.0,"2015 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 180 000 км, черный, металлик, литые диски, багажник, ксенон...",Шымкент,0,https://kolesa.kz/a/show/194570572?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2095,2015.0,180000.0,2.4,petrol,automatic,10.0,800000.0,44.44444444444444,-0.2999709477839346
Volkswagen Passat,1800000.0,"1991 г., Б/у универсал, 1.8 л, бензин, КПП механика, с пробегом 469 000 км, синий",Алматы,0,https://kolesa.kz/a/show/207458904?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2096,1991.0,469000.0,1.8,petrol,manual,34.0,52941.17647058824,3.837953091684435,-0.6751409330622612
BYD FangChengBao Titanium 3,14200000.0,"На заказ,2025 г., новый внедорожник, электричество, КПП автомат, черный, металлик, литые диски, тонировка, панорамная крыша, ли...",Шымкент,0,https://kolesa.kz/a/show/186209263?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2097,2025.0,,,other,automatic,0.0,inf,,0.07519903749439201
Hyundai Creta,10500000.0,"2022 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 100 000 км, серый, литые диски, тонировка, линзованная оп...",Астана,0,https://kolesa.kz/a/show/206574386?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2098,2022.0,100000.0,2.0,petrol,automatic,3.0,3500000.0,105.0,-0.1486927279136416
Hyundai Elantra,6000000.0,"2015 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 198 000 км, черный, металлик, литые диски, люк, велюр, ауди...",Алматы,0,https://kolesa.kz/a/show/197715172?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2099,2015.0,198000.0,1.8,petrol,automatic,10.0,600000.0,30.303030303030305,-0.420993523680169
BMW X3,18500000.0,"2018 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 57 000 км, черный, металлик, литые диски, тонировка, спой...",Астана,0,https://kolesa.kz/a/show/191808250?search_id=6f75002f5faccc4d4b92d245145e193c696f11e2&search_type=filter&advert_position=2100,2018.0,57000.0,2.0,petrol,automatic,7.0,2642857.1428571427,324.56140350877195,0.33539757567129597
EXEED RX Premium,15490000.0,"2023 г., новый кроссовер, 2 л, бензин, КПП автомат, свежепригнан",Алматы,0,https://kolesa.kz/a/show/206510898?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2101,2023.0,,2.0,petrol,automatic,2.0,7745000.0,,0.1532585989474632
Zeekr 9X,53000000.0,"На заказ,2025 г., новый кроссовер, 2 л, бензин, КПП автомат, 1 км, черный, литые диски, тонировка, люк, панорамная крыша, багаж...",Караганда,0,https://kolesa.kz/a/show/199196754?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2102,2025.0,1.0,2.0,petrol,automatic,0.0,inf,53000000.0,2.423037009881339
Changan Eado,3333333.0,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 255 736 км, красный, металлик, литые диски, тонировка, люк,...",Астана,0,https://kolesa.kz/a/show/204789686?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2103,2014.0,255736.0,1.6,petrol,automatic,11.0,303030.2727272727,13.034273625926737,-0.5823569783789109
ГАЗ ГАЗель,11500000.0,"2012 г., Б/у пикап, 2.9 л, газ-бензин, КПП механика, с пробегом 5 555 км, Ассалаумаалейкум всем Длина 6/10 Высота 2/45...",Шымкент,0,https://kolesa.kz/a/show/206435311?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2104,2012.0,5555.0,2.9,petrol,manual,13.0,884615.3846153846,2070.20702070207,-0.08818143996552441
Lexus RX 300,5000000.0,"2001 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 407 000 км, зеленый, металлик, литые диски, тонировка, лю...",Шымкент,0,https://kolesa.kz/a/show/203810864?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2105,2001.0,407000.0,3.0,petrol,automatic,24.0,208333.33333333334,12.285012285012286,-0.4815048116282862
Toyota Camry Prestige,22290000.0,"2025 г., новый седан, 2.5 л, бензин, КПП автомат, серый, металлик, литые диски, тонировка, багажник, дневные ходовые о...",Кызылорда,0,https://kolesa.kz/a/show/206430520?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2106,2025.0,,2.5,petrol,automatic,0.0,inf,,0.5647353569946602
Tesla Model X,33500000.0,"2020 г., Б/у кроссовер, электричество, КПП автомат, с пробегом 38 000 км, синий, металлик, литые диски, панорамная кры...",Астана,0,https://kolesa.kz/a/show/166030129?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2107,2020.0,38000.0,,other,automatic,5.0,6700000.0,881.578947368421,1.2430668948930539
Haval Dargo x,13000000.0,"2023 г., Б/у внедорожник, 2 л, бензин, КПП робот, с пробегом 74 000 км, черный, металлик, литые диски, тонировка, люк,...",Атырау,0,https://kolesa.kz/a/show/197213844?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2108,2023.0,74000.0,2.0,petrol,other,2.0,6500000.0,175.67567567567568,0.0025854919566513776
Hyundai Tucson,17800000.0,"2025 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 1 400 км, серебристый, металлик, литые диски, тонировка,...",Астана,0,https://kolesa.kz/a/show/202554437?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2109,2025.0,1400.0,2.0,petrol,automatic,0.0,inf,12714.285714285714,0.29303967410761395
Toyota Camry Luxe,24690000.0,"2025 г., новый седан, 2.5 л, бензин, КПП автомат, бронза, металлик, литые диски, тонировка, багажник, дневные ходовые...",Тараз,0,https://kolesa.kz/a/show/206663141?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2110,2025.0,,2.5,petrol,automatic,0.0,inf,,0.7099624480701414
Changan CS55 Plus Tech,10999000.0,"2025 г., новый кроссовер, 1.5 л, бензин, КПП робот, 12 км, черный, металлик",Алматы,0,https://kolesa.kz/a/show/205892861?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2111,2025.0,12.0,1.5,petrol,other,0.0,inf,916583.3333333334,-0.11849759522753113
Mercedes-Benz E 320,4500000.0,"2003 г., Б/у седан, 3.2 л, бензин, КПП автомат, серебристый, металлик, литые диски, ксенон, противотуманки, омыватель...",Жетысай,0,https://kolesa.kz/a/show/207440529?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2112,2003.0,,3.2,petrol,automatic,22.0,204545.45454545456,,-0.5117604556023448
Porsche Cayenne,18000000.0,"2012 г., Б/у кроссовер, 4.8 л, бензин, КПП автомат, с пробегом 130 000 км, черный, металлик, литые диски, тонировка, п...",Алматы,0,https://kolesa.kz/a/show/207432115?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2113,2012.0,130000.0,4.8,petrol,automatic,13.0,1384615.3846153845,138.46153846153845,0.30514193169723736
Polar Stone Jishi 01,30500000.0,"2025 г., новый внедорожник, 1.5 л, гибрид, КПП автомат, черный, В наличие в Алматы. Polar Stone 01, 2025, 7 местный. Ч...",Алматы,0,https://kolesa.kz/a/show/207384966?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2114,2025.0,,1.5,other,automatic,0.0,inf,,1.0615330310487021
BYD Yuan Up Flagship,9200000.0,"2025 г., новый кроссовер, электричество, КПП автомат",Алматы,0,https://kolesa.kz/a/show/206654935?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2115,2025.0,,,other,automatic,0.0,inf,,-0.22735740224619397
Volkswagen Golf,800000.0,"1995 г., Б/у хэтчбек, 2 л, бензин, КПП механика, с пробегом 200 000 км, Двигатель откапитален, новая рейка гур, радиат...",Усть-Каменогорск,0,https://kolesa.kz/a/show/206207368?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2116,1995.0,200000.0,2.0,petrol,manual,30.0,26666.666666666668,4.0,-0.7356522210103784
Changan CS75,13000000.0,"2025 г., новый кроссовер, 1.5 л, бензин, КПП автомат",Алматы,0,https://kolesa.kz/a/show/195430948?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2117,2025.0,,1.5,petrol,automatic,0.0,inf,,0.0025854919566513776
Changan Hunter,15000000.0,"На заказ,2025 г., новый пикап, 2 л, гибрид, КПП автомат, 10 км",Астана,0,https://kolesa.kz/a/show/206352418?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2118,2025.0,10.0,2.0,other,automatic,0.0,inf,1500000.0,0.12360806785288576
Volkswagen Passat,1550000.0,"1991 г., Б/у универсал, 1.8 л, бензин, КПП механика, белый, металлик, литые диски, тонировка, багажник, фаркоп, коррек...",Туркестан,0,https://kolesa.kz/a/show/207458373?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2119,1991.0,,1.8,petrol,manual,34.0,45588.23529411765,,-0.6902687550492905
Deepal G318 Secret Edition,19800000.0,"2025 г., новый внедорожник, 1.5 л, гибрид, КПП автомат, жёлтый",Алматы,0,https://kolesa.kz/a/show/195765659?search_id=db3320243b411e7bf3c99e40dbaa2cb4a2c90b52&search_type=filter&advert_position=2120,2025.0,,1.5,other,automatic,0.0,inf,,0.41406225000384833
Deepal G318 Secret Edition,19800000.0,"2025 г., новый внедорожник, 1.5 л, гибрид, КПП автомат, жёлтый",Алматы,0,https://kolesa.kz/a/show/195765659?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2121,2025.0,,1.5,other,automatic,0.0,inf,,0.41406225000384833
Toyota Sprinter,650000.0,"1994 г., Б/у седан, 1.6 л, бензин, Правый руль, КПП автомат, серебристый, Здравствуйте машина на ходу",Алматы,0,https://kolesa.kz/a/show/207458946?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2122,1994.0,,1.6,petrol,automatic,31.0,20967.74193548387,,-0.744728914202596
Chevrolet Cobalt,5530000.0,"2022 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 113 131 км, серый, велюр, кондиционер, подогрев сидений",Астана,0,https://kolesa.kz/a/show/188559562?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2123,2022.0,113131.0,1.5,petrol,automatic,3.0,1843333.3333333333,48.88138529669145,-0.4494338290157841
Deepal S05 200 Max,12100000.0,"2025 г., новый кроссовер, 1.5 л, гибрид, КПП автомат, белый",Алматы,0,https://kolesa.kz/a/show/202227734?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2124,2025.0,,1.5,other,automatic,0.0,inf,,-0.0518746671966541
Hyundai Grandeur,10490000.0,"2017 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 72 000 км, серебристый, металлик, HYUNDAI GRANDEUR СВЕЖЕДОС...",Алматы,0,https://kolesa.kz/a/show/204138841?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2125,2017.0,72000.0,2.4,petrol,automatic,8.0,1311250.0,145.69444444444446,-0.14929784079312278
Chery Tiggo 7 Prime,10550400.0,"2025 г., Б/у кроссовер, 1.6 л, бензин, КПП робот, 3 км, белый, литые диски, панорамная крыша, спойлер, багажник, линзо...",Кызылорда,0,https://kolesa.kz/a/show/193597890?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2126,2025.0,3.0,1.6,petrol,other,0.0,inf,3516800.0,-0.1456429590010565
Li L9,26500000.0,"2023 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 24 500 км, Состояние идеальной симкарта мастер акаунд 1...",Алматы,0,https://kolesa.kz/a/show/207458829?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2127,2023.0,24500.0,1.5,other,automatic,2.0,13250000.0,1081.6326530612246,0.8194878792562336
FAW T80,6500000.0,"На заказ,2024 г., Б/у фургон, 1.6 л, бензин, КПП механика, с пробегом 50 000 км",Алматы,0,https://kolesa.kz/a/show/204612901?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2128,2024.0,50000.0,1.6,petrol,manual,1.0,6500000.0,130.0,-0.3907378797061104
Toyota RAV4 Luxe+,23900000.0,"2025 г., новый кроссовер, 2 л, бензин, КПП вариатор, серебристый, металлик, литые диски, тонировка, хрустальная оптика...",Актобе,0,https://kolesa.kz/a/show/203855329?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2129,2025.0,,2.0,petrol,cvt,0.0,inf,,0.6621585305911288
ВАЗ (Lada) 2114,1850000.0,"2012 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, В продаже 2114 не звонить машина находится по адресу улица Карбышев...",Костанай,0,https://kolesa.kz/a/show/206793418?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2130,2012.0,,1.6,petrol,manual,13.0,142307.6923076923,,-0.6721153686648553
Toyota Sienna,8000000.0,"2008 г., Б/у минивэн, 3.5 л, газ-бензин, КПП автомат, с пробегом 338 774 км, серый, металлик, литые диски, тонировка,...",Алматы,0,https://kolesa.kz/a/show/207458473?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2131,2008.0,338774.0,3.5,petrol,automatic,17.0,470588.23529411765,23.614563101064427,-0.2999709477839346
Toyota Camry,20390000.0,"2025 г., новый седан, 2.5 л, гибрид, КПП вариатор",Астана,0,https://kolesa.kz/a/show/204467601?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2132,2025.0,,2.5,other,cvt,0.0,inf,,0.44976390989323745
Hyundai Verna,2500000.0,"2010 г., Б/у седан, 1.4 л, бензин, КПП автомат, с пробегом 370 000 км, серый, металлик, велюр, аудиосистема, USB, ГУР,...",Шымкент,0,https://kolesa.kz/a/show/207442525?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2133,2010.0,370000.0,1.4,petrol,automatic,15.0,166666.66666666666,6.756756756756757,-0.6327830314985792
Toyota Camry Luxe,24690000.0,"2025 г., новый седан, 2.5 л, бензин, КПП автомат, черный, металлик",Алматы,0,https://kolesa.kz/a/show/197319654?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2134,2025.0,,2.5,petrol,automatic,0.0,inf,,0.7099624480701414
Li L6 Pro,22950000.0,"2025 г., новый кроссовер, 1.5 л, гибрид, КПП автомат, серый",Алматы,0,https://kolesa.kz/a/show/203311233?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2135,2025.0,,1.5,other,automatic,0.0,inf,,0.6046728070404175
Toyota Land Cruiser Prado Prestige,45790000.0,"2025 г., новый внедорожник, 2.4 л, бензин, КПП автомат, 1 км, белый, металлик, литые диски, люк, линзованная оптика, к...",Алматы,0,https://kolesa.kz/a/show/183614299?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2136,2025.0,1.0,2.4,petrol,automatic,0.0,inf,45790000.0,1.9867506237754142
Deepal S07 Max 215,13990000.0,"2025 г., новый кроссовер, 1.5 л, гибрид, КПП автомат",Алматы,0,https://kolesa.kz/a/show/190720352?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2137,2025.0,,1.5,other,automatic,0.0,inf,,0.062491667025287405
Changan CS55 Plus Tech,9500000.0,"2025 г., новый кроссовер, 1.5 л, бензин, КПП робот",Алматы,0,https://kolesa.kz/a/show/203215174?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2138,2025.0,,1.5,petrol,other,0.0,inf,,-0.2092040158617588
Toyota Land Cruiser Prado Comfort,18950000.0,"2017 г., Б/у внедорожник, 2.7 л, бензин, КПП автомат, 180 203 км, черный, металлик",Астана,0,https://kolesa.kz/a/show/206024094?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2139,2017.0,180203.0,2.7,petrol,automatic,8.0,2368750.0,105.15918158965167,0.3626276552479487
Chevrolet Nexia,5300000.0,"2021 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 125 000 км, Привествую прадаю харошую крепкую машину чистй...",Актобе,0,https://kolesa.kz/a/show/207456753?search_id=b9cc5197fdbbebe70ea7353737dae0e04789530c&search_type=filter&advert_position=2140,2021.0,125000.0,1.5,petrol,automatic,4.0,1325000.0,42.4,-0.46335142524385103
Toyota RAV4,4900000.0,"2005 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 100 000 км, черный, металлик, литые диски, тонировка, люк...",Астана,0,https://kolesa.kz/a/show/206759062?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2141,2005.0,100000.0,2.0,petrol,automatic,20.0,245000.0,49.0,-0.4875559404230979
Hyundai Elantra,10200000.0,"2025 г., Б/у седан, 1.5 л, бензин, КПП вариатор, с пробегом 6 600 км, черный, металлик, тонировка, ксенон, дневные ход...",Астана,0,https://kolesa.kz/a/show/207339536?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2142,2025.0,6600.0,1.5,petrol,cvt,0.0,inf,1545.4545454545455,-0.16684611429807678
Land Rover Range Rover,49500000.0,"2019 г., Б/у внедорожник, 5 л, бензин, КПП автомат, с пробегом 53 000 км, белый, литые диски, тонировка, панорамная кр...",Астана,0,https://kolesa.kz/a/show/184180486?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2143,2019.0,53000.0,5.0,petrol,automatic,6.0,8250000.0,933.9622641509434,2.2112475020629287
Changan CS55 Plus,9400000.0,"2025 г., Б/у кроссовер, 1.5 л, бензин, КПП робот, с пробегом 1 км, Машина новая! Мы поставляем оптом машины с Китая! С...",Алматы,0,https://kolesa.kz/a/show/207314649?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2144,2025.0,1.0,1.5,petrol,other,0.0,inf,9400000.0,-0.21525514465657053
Porsche Taycan,45000000.0,"2023 г., Б/у универсал, электричество, КПП автомат, с пробегом 10 000 км, синий, литые диски, люк, панорамная крыша, б...",Алматы,0,https://kolesa.kz/a/show/207313229?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2145,2023.0,10000.0,,other,automatic,2.0,22500000.0,4500.0,1.9389467062964016
Lexus ES 200,18800000.0,"2023 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 25 500 км, серебристый, Lexus ES200| Выпуск: октябрь 2023 год...",Алматы,0,https://kolesa.kz/a/show/207305947?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2146,2023.0,25500.0,2.0,petrol,automatic,2.0,9400000.0,737.2549019607843,0.3535509620557311
Volkswagen Polo,3600000.0,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 200 000 км, серебристый, велюр, аудиосистема, ABS, кондицио...",Алматы,0,https://kolesa.kz/a/show/206293265?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2147,2014.0,200000.0,1.6,petrol,automatic,11.0,327272.7272727273,18.0,-0.5662206147556502
ВАЗ (Lada) Granta 2190,3700000.0,"2019 г., Б/у седан, 1.6 л, бензин, КПП автомат, 157 000 км",Атырау,0,https://kolesa.kz/a/show/207303177?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2148,2019.0,157000.0,1.6,petrol,automatic,6.0,616666.6666666666,23.56687898089172,-0.5601694859608386
Volkswagen Touareg,6950000.0,"2008 г., Б/у кроссовер, 3.6 л, бензин, КПП автомат, с пробегом 300 000 км, белый, металлик, литые диски, тонировка, лю...",Алматы,0,https://kolesa.kz/a/show/203369307?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2149,2008.0,300000.0,3.6,petrol,automatic,17.0,408823.5294117647,23.166666666666668,-0.36350780012945766
BYD FangChengBao Leopard 5,21625000.0,"2025 г., новый внедорожник, 1.5 л, гибрид, КПП вариатор",Алматы,0,https://kolesa.kz/a/show/205733334?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2150,2025.0,,1.5,other,cvt,0.0,inf,,0.5244953505091622
Kia K5,8800000.0,"2019 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 80 000 км, серый, литые диски, тонировка, линзованная оптика,...",Уральск,0,https://kolesa.kz/a/show/205400491?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2151,2019.0,80000.0,2.0,petrol,automatic,6.0,1466666.6666666667,110.0,-0.2515619174254409
Subaru Forester,19999999.0,"2025 г., Б/у кроссовер, 2.5 л, бензин, КПП вариатор, с пробегом 2 000 км, зеленый, металлик, литые диски, тонировка, п...",Алматы,0,https://kolesa.kz/a/show/202278180?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2152,2025.0,2000.0,2.5,petrol,cvt,0.0,inf,9999.9995,0.4261644470821838
Nissan X-Trail,3300000.0,"2005 г., Б/у кроссовер, 2 л, газ-бензин, КПП автомат, с пробегом 430 000 км, Ассалаумағалейкум. Срочно көлігімді сатып...",Атырау,0,https://kolesa.kz/a/show/204564749?search_id=acf7014723004e316047c63f45a63b16c9cff934&search_type=filter&advert_position=2153,2005.0,430000.0,2.0,petrol,automatic,20.0,165000.0,7.674418604651163,-0.5843740011400854
