title,price,description,city,views,url
ВАЗ (Lada) 2110,950 000₸,"2004 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 205 000 км, Ваз 2110 на бодром ходу двигатель работает отл...",Рудный,0,https://kolesa.kz/a/show/207293327?search_id=476be3369274ac35343b4e9aff97c95dd74e3f34&search_type=filter&advert_position=477
Chevrolet Monza,7 500 000₸,"2024 г., Б/у седан, 1.5 л, бензин, КПП робот, с пробегом 12 745 км, белый, литые диски, тонировка, спойлер, ветровики,...",Алматы,0,https://kolesa.kz/a/show/207293533?search_id=476be3369274ac35343b4e9aff97c95dd74e3f34&search_type=filter&advert_position=478
ВАЗ (Lada) Priora 2170,3 400 000₸,"2014 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 250 000 км, белый, литые диски, тонировка, багажник, линзо...",Павлодар,0,https://kolesa.kz/a/show/206594334?search_id=476be3369274ac35343b4e9aff97c95dd74e3f34&search_type=filter&advert_position=479
Toyota Camry,13 300 000₸,"2017 г., Б/у седан, 2.5 л, бензин, КПП автомат, черный, металлик, Без вложении! Самая полная комплектация! Кредит в 7...",Шымкент,0,https://kolesa.kz/a/show/207293479?search_id=476be3369274ac35343b4e9aff97c95dd74e3f34&search_type=filter&advert_position=480
Geely GC7,1 600 000₸,"2015 г., Б/у седан, 1.8 л, бензин, КПП механика, с пробегом 194 000 км, бордовый, дневные ходовые огни, противотуманки...",Атырау,0,https://kolesa.kz/a/show/206587744?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=481
Hyundai Santa Fe,17 900 000₸,"2021 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, серый, металлик, Без вложении! Самая полная комплектация! Кредит в...",Шымкент,0,https://kolesa.kz/a/show/207322794?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=482
Haval H6,10 000 000₸,"2023 г., Б/у кроссовер, 1.5 л, бензин, КПП робот, с пробегом 92 000 км, серый, литые диски, тонировка, ветровики, линз...",Актобе,0,https://kolesa.kz/a/show/195293133?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=483
Toyota Matrix,3 200 008₸,"2003 г., Б/у хэтчбек, 1.8 л, бензин, КПП автомат, Машина өте ыңғайлы қала ішіне жүруге. ҚЗ учетта. Газ қондырылған тех...",Атырау,0,https://kolesa.kz/a/show/207288331?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=484
Changan UNI-K,13 500 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 20 000 км, панорамная крыша, кожа, bluetooth, USB, кондиц...",Алматы,0,https://kolesa.kz/a/show/206587327?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=485
Kia Rio,7 300 000₸,"2020 г., Б/у седан, 1.6 л, бензин, Правый руль, КПП автомат, с пробегом 87 000 км, серебристый, Ездила только мама, то...",Тараз,0,https://kolesa.kz/a/show/202448457?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=486
Audi 100,1 600 000₸,"1992 г., Б/у седан, 2.3 л, бензин, КПП механика, черный, металлик, Всем Ассаламалейкум. Продаётся audi100, в хорошем с...",Шу,0,https://kolesa.kz/a/show/207289100?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=487
Mercedes-Benz E 320,4 999 999₸,"2000 г., Б/у седан, 3.2 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, противотуманки, омывате...",Казалинск,0,https://kolesa.kz/a/show/206286517?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=488
Renault Kangoo,1 700 000₸,"2001 г., Б/у минивэн, 1.6 л, бензин, КПП механика, с пробегом 222 222 км, жёлтый, металлик, ветровики, фаркоп, велюр,...",Щучинск,0,https://kolesa.kz/a/show/205467429?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=489
BYD Qin Plus,7 500 000₸,"2025 г., новый седан, 1.5 л, гибрид, КПП вариатор, 50 км, Машина новая растаможили, Цена окончательная, на кредит можн...",Алматы,0,https://kolesa.kz/a/show/207288458?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=490
Hyundai Porter,8 000 000₸,"2013 г., Б/у пикап, 2.5 л, дизель, КПП механика, с пробегом 130 000 км, синий, металлик, ветровики, кожа, комбинирован...",Алматы,0,https://kolesa.kz/a/show/206576068?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=491
Deepal S07,13 500 000₸,"2026 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат",Алматы,0,https://kolesa.kz/a/show/207287111?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=492
BMW X3,33 000 000₸,"2022 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 23 000 км, металлик, литые диски, тонировка, панорамная к...",Астана,0,https://kolesa.kz/a/show/196507707?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=493
Lexus GS 300,3 100 000₸,"1998 г., Б/у седан, 3 л, бензин, КПП автомат, золотистый, металлик, кожа, кондиционер, Шұғыл сатылады, вариант жоқ. Мо...",Тараз,0,https://kolesa.kz/a/show/206568148?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=494
BMW 430,15 000 000₸,"2017 г., Б/у кабриолет, 2 л, бензин, КПП автомат, с пробегом 170 000 км, черный, Бумер кабриолет в отличном состоянии,...",Алматы,0,https://kolesa.kz/a/show/206986834?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=495
Toyota Windom,4 000 000₸,"1997 г., Б/у седан, 3 л, бензин, Правый руль, КПП автомат, с пробегом 170 000 км, серый, металлик, литые диски, тониро...",Алматы,0,https://kolesa.kz/a/show/207286468?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=496
Toyota Camry,13 500 000₸,"2021 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 102 000 км, серый, металлик, литые диски, тонировка, линзов...",Кызылорда,0,https://kolesa.kz/a/show/205994220?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=497
Daewoo Nexia,1 500 000₸,"2013 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 260 000 км, Машина не битая в отличном состоянии торг чере...",Алматы,0,https://kolesa.kz/a/show/207046199?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=498
Kia Sorento,8 000 000₸,"2014 г., Б/у кроссовер, 2.4 л, бензин, КПП механика, с пробегом 184 595 км, коричневый, металлик, литые диски, кондици...",Караганда,0,https://kolesa.kz/a/show/207286657?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=499
Toyota Camry,6 000 000₸,"2007 г., Б/у седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, велюр, аудиосистема, вс...",Балхаш,0,https://kolesa.kz/a/show/204995824?search_id=7cbec6952ec89215135ee10c36e101864fc9d5f7&search_type=filter&advert_position=500
Mercedes-Benz E 63 AMG,50 000 000₸,"2018 г., Б/у седан, 4 л, бензин, КПП автомат, с пробегом 37 000 км, E63S 2018 год Комплектация топ 6 кнопок из 6 Тормо...",Алматы,0,https://kolesa.kz/a/show/203886730?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=501
ГАЗ ГАЗель,4 500 000₸,"2006 г., Б/у фургон, 3 л, бензин, КПП автомат, белый, Свап 2 jz автомат Минимальный торг",Жаркент,0,https://kolesa.kz/a/show/187892334?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=502
Daewoo Nexia,1 650 000₸,"2014 г., Б/у седан, 1.5 л, бензин, КПП механика, синий, металлик, тонировка, фаркоп, линзованная оптика, дневные ходов...",Алматы,0,https://kolesa.kz/a/show/207285498?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=503
Audi A6,2 999 999₸,"1997 г., Б/у седан, 2.8 л, бензин, КПП автомат, с пробегом 387 000 км, синий, литые диски, тонировка, линзованная опти...",Шымкент,0,https://kolesa.kz/a/show/206294957?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=504
Honda CR-V,9 700 000₸,"2014 г., Б/у кроссовер, 2.4 л, бензин, КПП автомат, с пробегом 180 000 км, серебристый, металлик, велюр, ГУР, ABS, SRS...",Алматы,0,https://kolesa.kz/a/show/204688593?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=505
ВАЗ (Lada) 2115,600 000₸,"2004 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 215 000 км, металлик, Газ-бензин, зимний резина новый 1апт...",Актобе,0,https://kolesa.kz/a/show/207321607?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=506
Nissan Xterra,2 500 000₸,"2001 г., Б/у внедорожник, 3.3 л, бензин, КПП автомат, с пробегом 200 000 км, серебристый, металлик, дерево, Газ бинзин",Актау,0,https://kolesa.kz/a/show/184094129?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=507
Kia Optima,5 700 000₸,"2019 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 97 000 км, черный, металлик, литые диски, тонировка, люк, п...",Уральск,0,https://kolesa.kz/a/show/207022699?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=508
Audi 100,2 000 000₸,"1992 г., Б/у седан, 2 л, бензин, КПП механика, серый, металлик, тонировка, люк, велюр, ГУР, SRS, центрозамок, Ассалама...",Тараз,0,https://kolesa.kz/a/show/206997411?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=509
Daewoo Damas,1 400 000₸,"2007 г., Б/у микровэн, 0.8 л, бензин, КПП механика, с пробегом 233 000 км, белый, ГУР, Газ биезин",Актау,0,https://kolesa.kz/a/show/198191395?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=510
BMW 525,1 700 000₸,"1994 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 400 000 км, синий, металлик, литые диски, люк, спойлер, про...",Астана,0,https://kolesa.kz/a/show/207281647?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=511
Hyundai Elantra,6 000 000₸,"2015 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 198 000 км, черный, металлик, литые диски, люк, велюр, ауди...",Алматы,0,https://kolesa.kz/a/show/197715172?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=512
Toyota Camry,20 700 000₸,"2024 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 18 000 км, черный, кожа, дерево, алькантара, климат-контрол...",Алматы,0,https://kolesa.kz/a/show/207284655?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=513
Kia Sorento,22 000 000₸,"2024 г., Б/у кроссовер, 2.5 л, бензин, КПП робот, с пробегом 30 400 км, белый, металлик, литые диски, панорамная крыша...",Шымкент,0,https://kolesa.kz/a/show/206534342?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=514
Toyota RAV4,10 990 000₸,"2016 г., Б/у кроссовер, 2 л, бензин, КПП автомат, 215 540 км, черный",Алматы,0,https://kolesa.kz/a/show/207018755?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=515
Peugeot 301,2 600 000₸,"2013 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 236 000 км, белый, аудиосистема, bluetooth, центрозамок, н...",Усть-Каменогорск,0,https://kolesa.kz/a/show/207284076?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=516
Opel Astra,3 600 000₸,"2012 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 154 000 км, белый, велюр, ГУР, ABS, SRS, зимний режим, спор...",Астана,0,https://kolesa.kz/a/show/205365214?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=517
Porsche Macan,66 035 750₸,"2025 г., новый кроссовер, электричество, КПП автомат, 20 км, вишня, металлик, литые диски, багажник, фаркоп, хрустальн...",Астана,0,https://kolesa.kz/a/show/189434329?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=518
Nissan Almera Tino,2 200 000₸,"На заказ,2003 г., Б/у минивэн, 1.8 л, бензин, КПП механика, с пробегом 300 000 км, серый, металлик, литые диски, тонировка, рей...",Тараз,0,https://kolesa.kz/a/show/199450433?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=519
Hyundai Tucson,7 500 000₸,"2013 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 185 237 км, серебристый, металлик, литые диски, тонировка...",Алматы,0,https://kolesa.kz/a/show/194902308?search_id=ba34cc01b4c4f6224e9789f886bc38fd055f7dc8&search_type=filter&advert_position=520
Toyota Camry,12 200 000₸,"2017 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 155 000 км, На продаже Toyota Camry в кузове 55. Машина в о...",Алматы,0,https://kolesa.kz/a/show/207076602?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=521
Kia Seltos,9 800 000₸,"2024 г., Б/у кроссовер, 1.5 л, бензин, КПП вариатор, с пробегом 23 700 км, белый, металлик, литые диски, тонировка, па...",Алматы,0,https://kolesa.kz/a/show/205524787?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=522
Nissan Tiida,1 650 000₸,"2004 г., Б/у хэтчбек, 1.6 л, бензин, КПП автомат, СРОЧНО Реально аласың ба келіп қара Звандаң НАЛИЧКА 1.550.000 Сары н...",Актау,0,https://kolesa.kz/a/show/204863181?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=523
Chery Tiggo 8 Pro,8 490 000₸,"2022 г., Б/у кроссовер, 1.6 л, бензин, КПП автомат, 89 946 км, красный",Алматы,0,https://kolesa.kz/a/show/207018543?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=524
Toyota Camry,12 700 000₸,"2019 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 82 000 км, белый, металлик, ксенон, кожа, аудиосистема, вст...",Астана,0,https://kolesa.kz/a/show/207008818?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=525
Toyota Camry,3 500 000₸,"1999 г., Б/у седан, 2.2 л, бензин, КПП автомат, с пробегом 12 505 км, серебристый, металлик, ксенон, встроенный телефо...",Шымкент,0,https://kolesa.kz/a/show/207120035?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=526
Mercedes-Benz Sprinter,20 000 000₸,"2021 г., Б/у фургон, 2.2 л, дизель, КПП механика, с пробегом 198 000 км, белый, металлик, спойлер, ветровики, хрусталь...",Алматы,0,https://kolesa.kz/a/show/206512278?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=527
Kia Sportage,12 700 000₸,"2023 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 68 000 км, ВНИМАНИЕ ОБМЕН ТОЛЬКО НА КВАРТИРУ Перекупщики,...",Астана,0,https://kolesa.kz/a/show/206994975?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=528
BMW 525,2 750 000₸,"1995 г., Б/у седан, 2.5 л, бензин, КПП механика, с пробегом 350 000 км, серый, металлик, литые диски, тонировка, люк,...",Алматы,0,https://kolesa.kz/a/show/194249650?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=529
Li L6,24 000 000₸,"2025 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, серый, кожа, свежепригнан",Алматы,0,https://kolesa.kz/a/show/203329416?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=530
Lexus LX 570,14 250 000₸,"2007 г., Б/у внедорожник, 5.7 л, бензин, КПП автомат, вишня, металлик, литые диски, тонировка, люк, панорамная крыша,...",Алматы,0,https://kolesa.kz/a/show/206485161?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=531
Land Rover Defender,10 000 000₸,"2009 г., Б/у внедорожник, 2.4 л, дизель, КПП механика, люк, багажник, линзованная оптика, кожа, аудиосистема, CD, MP3,...",Шымкент,0,https://kolesa.kz/a/show/206989493?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=532
Toyota Mark X,3 200 000₸,"2006 г., Б/у седан, 2.5 л, бензин, Правый руль, КПП автомат, с пробегом 250 000 км, серебристый, металлик, тонировка,...",Атырау,0,https://kolesa.kz/a/show/207280746?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=533
Deepal S07,13 100 000₸,"2024 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 6 000 км, белый, литые диски, тонировка, панорамная кры...",Астана,0,https://kolesa.kz/a/show/207275265?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=534
Infiniti G37,5 100 000₸,"2010 г., Б/у седан, 3.7 л, бензин, КПП автомат, с пробегом 120 000 км, черный, литые диски, тонировка, люк, кожа, ауди...",Атырау,0,https://kolesa.kz/a/show/204642437?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=535
Hyundai Getz,3 500 000₸,"2009 г., Б/у хэтчбек, 1.4 л, бензин, КПП автомат, с пробегом 149 000 км, серебристый, Машина в отличном состоянии. Сал...",Алматы,0,https://kolesa.kz/a/show/206988785?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=536
BYD Han,16 000 000₸,"2025 г., новый седан, электричество, КПП автомат, 30 км, черный, Byd Han EV605 Модель 2025 Пред максимальная комплекта...",Алматы,0,https://kolesa.kz/a/show/207277566?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=537
Kia Rio X-Line,8 000 000₸,"2020 г., Б/у хэтчбек, 1.6 л, бензин, КПП автомат, с пробегом 30 000 км, велюр, климат-контроль, Машина в очень хорошем...",Алматы,0,https://kolesa.kz/a/show/175562910?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=538
Toyota Camry,4 400 000₸,"2003 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 190 000 км, бежевый, металлик, тонировка, багажник, дневные...",Алматы,0,https://kolesa.kz/a/show/202966523?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=539
Mercedes-Benz E 250,320 000₸,"1993 г., Б/у седан, 2.5 л, дизель, КПП механика, серый, По цене договоримся. Предлагайте",Шу,0,https://kolesa.kz/a/show/207279152?search_id=71fd7d3aa25f4afdd6a0821379104d1268298888&search_type=filter&advert_position=540
Niutron NV,13 000 000₸,"2024 г., Б/у внедорожник, 1.5 л, гибрид, КПП автомат, с пробегом 15 000 км, серый, металлик, литые диски, тонировка, п...",Алматы,0,https://kolesa.kz/a/show/185244027?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=541
Haima M3,1 550 000₸,"2014 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 192 000 км, синий, металлик, велюр, ГУР, сигнализация, авт...",Костанай,0,https://kolesa.kz/a/show/207278432?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=542
Nissan Tino,2 850 000₸,"1999 г., Б/у минивэн, 1.8 л, бензин, Правый руль, КПП автомат, серебристый, металлик, комбинированный, ГУР, ABS, SRS,...",Усть-Каменогорск,0,https://kolesa.kz/a/show/206458673?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=543
Chevrolet Cobalt,4 600 000₸,"2022 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 98 500 км, серый, противотуманки, корректор фар, обогрев з...",Уральск,0,https://kolesa.kz/a/show/206961408?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=544
Hyundai Santa Fe,16 700 000₸,"2022 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 71 000 км, белый, кожа",Семей,0,https://kolesa.kz/a/show/206980321?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=545
Mercedes-Benz E 230,1 650 000₸,"1991 г., Б/у седан, 2.3 л, бензин, КПП автомат, с пробегом 350 000 км, черный, металлик, Продам срочно, нужны деньги ц...",Алматы,0,https://kolesa.kz/a/show/206955490?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=546
Kia K8,24 800 000₸,"2025 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 5 000 км, черный, металлик, литые диски, тонировка, линзова...",Алматы,0,https://kolesa.kz/a/show/201712923?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=547
Toyota Highlander,12 500 000₸,"2012 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, с пробегом 290 000 км, ГУР, ABS, SRS, зимний режим, сигнализация,...",Кызылорда,0,https://kolesa.kz/a/show/206980476?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=548
ВАЗ (Lada) Priora 2171,2 280 000₸,"2012 г., Б/у универсал, 1.6 л, бензин, КПП механика, с пробегом 184 000 км, белый, металлик, кондиционер, Продам Ладу...",Актобе,0,https://kolesa.kz/a/show/207276721?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=549
Toyota Land Cruiser Prado,35 000 000₸,"2020 г., Б/у внедорожник, 4 л, бензин, КПП автомат, белый, кожа, климат-контроль",Астана,0,https://kolesa.kz/a/show/196013430?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=550
Chevrolet Cobalt,6 000 000₸,"2022 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 59 000 км, черный, металлик, литые диски, тонировка, ксенон...",Шымкент,0,https://kolesa.kz/a/show/194233779?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=551
Chevrolet Nexia,4 600 000₸,"2022 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 84 744 км, Дилерский центр Chery Astana в группе компаний «...",Астана,0,https://kolesa.kz/a/show/206688764?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=552
Mercedes-Benz Sprinter,2 700 000₸,"1995 г., Б/у микроавтобус, 2.2 л, дизель, КПП механика, синий, Машина жүріп тұр жаксы развоскада жүр СРОЧНО",Туркестан,0,https://kolesa.kz/a/show/207275696?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=553
ВАЗ (Lada) 2112,1 500 000₸,"2001 г., Б/у хэтчбек, 1.5 л, бензин, КПП механика, с пробегом 200 000 км, Всех приветствую Продам ваз 2112 Машина на х...",Павлодар,0,https://kolesa.kz/a/show/207151254?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=554
Toyota Sienna,15 500 000₸,"2015 г., Б/у минивэн, 3.5 л, бензин, КПП автомат, с пробегом 204 000 км, белый, металлик, литые диски, тонировка, люк,...",Астана,0,https://kolesa.kz/a/show/206439426?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=555
Cadillac Escalade Premium Luxury Platinum ESV,69 500 000₸,"2024 г., новый внедорожник, 6.2 л, бензин, КПП автомат, черный, металлик",Алматы,0,https://kolesa.kz/a/show/175836336?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=556
ВАЗ (Lada) Granta 2191,4 390 000₸,"2023 г., Б/у лифтбек, 1.6 л, бензин, КПП механика, с пробегом 41 000 км, белый, металлик, Lada Granta 2023 г. В объем...",Астана,0,https://kolesa.kz/a/show/207275331?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=557
BMW X6,12 000 000₸,"2012 г., Б/у кроссовер, 3 л, дизель, КПП автомат, с пробегом 220 000 км, черный, металлик, литые диски, тонировка, люк...",Астана,0,https://kolesa.kz/a/show/203593708?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=558
ВАЗ (Lada) 2114,1 400 000₸,"2012 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, серебристый, Продам Ваз14 состоение хороший зима готов звоните. Тор...",Астана,0,https://kolesa.kz/a/show/207275118?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=559
Toyota Hilux,4 500 000₸,"2007 г., Б/у пикап, 2.5 л, дизель, КПП механика, с пробегом 100 000 км, С технически стороны все отлично. Мотор контра...",Алматы,0,https://kolesa.kz/a/show/206414000?search_id=ee53393a6de0bbf428fe0154740bc380eae51aaa&search_type=filter&advert_position=560
Toyota Hilux,4 500 000₸,"2007 г., Б/у пикап, 2.5 л, дизель, КПП механика, с пробегом 100 000 км, С технически стороны все отлично. Мотор контра...",Алматы,0,https://kolesa.kz/a/show/206414000?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=561
Toyota Yaris,3 300 000₸,"2004 г., Б/у хэтчбек, 1.5 л, бензин, КПП автомат, Тойота Скион Мотор и коробка работает идеально Автозавод есть Компле...",Алматы,0,https://kolesa.kz/a/show/207274078?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=562
Hyundai Sonata,16 800 000₸,"2024 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 18 900 км, серебристый, металлик, литые диски, тонировка, л...",Алматы,0,https://kolesa.kz/a/show/204016157?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=563
Toyota Mark II,2 600 000₸,"1993 г., Б/у седан, 2.5 л, бензин, Правый руль, КПП автомат, с пробегом 888 888 км, черный, металлик, велюр, дерево, Г...",Астана,0,https://kolesa.kz/a/show/205362927?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=564
Volkswagen Passat,1 250 000₸,"1990 г., Б/у универсал, 1.8 л, бензин, КПП механика, Обмен бар Ауди б4 или переходка иесинин номери Талгат Любой время...",Кордай,0,https://kolesa.kz/a/show/207273571?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=565
Toyota C-HR,10 300 000₸,"2018 г., Б/у кроссовер, 1.2 л, бензин, КПП вариатор, с пробегом 110 000 км, серебристый, металлик, литые диски, ветров...",Алматы,0,https://kolesa.kz/a/show/206395792?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=566
BYD Destroyer 05,8 100 000₸,"2025 г., новый седан, 1.5 л, гибрид, КПП вариатор, серый",Шымкент,0,https://kolesa.kz/a/show/207272471?search_id=4ad31bc1a9d6333e05972c2b4ce7e260899d2fe3&search_type=filter&advert_position=567
